CourseNumber,Title,MinCredit,MaxCredit,Description 
PSYC& 200MO  ,Lifespan Psychology,-1,5.0,"(SS) Study of quantitative and qualitative developmental changes that occur throughout the human lifespan.  Emphasis on understanding physical, emotional, social and cognitive development. Assesses Core Learning Outcomes 1, 2, 3, 5."
SOC 209A   ,Research Methods in the Social Sciences,-1,5.0,"(SS) This course will provide an overview of the scientific method as used in the social sciences. Major topics include the principles of empirical science, hypothesis generation and testing, research design, data analysis and interpretation, the dissemination of scientific knowledge, and ethical issues in research. Credit cannot be earned in both PSYC 209 and SOC 209. Assesses Core Learning Outcomes 2, 3, 4."
SPAN 111S   ,Conversational Spanish I,-1,2.0,"First in a sequence of oral communication courses designed to accompany SPAN& 121, 122 and 123. Emphasis on oral skills with practice and reinforcement of pronunciation, grammar and conversational patterns. Assesses Core Learning Outcomes 1, 3, 4."
SPAN 112S   ,Conversational Spanish II,-1,2.0,"Second in a sequence of oral communication courses designed to accompany SPAN& 121, 122 and 123. Emphasis on oral skills with practice and reinforcement of pronunciation, grammar and conversational patterns. Assesses Core Learning Outcomes 1, 3, 4."
SPAN 113S   ,Conversational Spanish III,-1,2.0,"Third in a sequence of oral communication courses designed to accompany SPAN& 121, 122 and 123. Emphasis on oral skills with practice and reinforcement of pronunciation, grammar and conversational patterns. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 121A   ,Spanish I,-1,5.0,"(H) First in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish.  Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 121B   ,Spanish I,-1,5.0,"(H) First in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish.  Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 121HY  ,Spanish I,-1,5.0,"(H) First in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish.  Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 123A   ,Spanish III,-1,5.0,"(H) Third in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 123B   ,Spanish III,-1,5.0,"(H) Third in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 123OL  ,Spanish III,-1,5.0,"(H) Third in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
SPAN& 223A   ,Spanish VI,-1,5.0,"(H) Continuation of SPAN& 222.  Active and systematic review of grammar, building of vocabulary, greater emphasis on oral comprehension, compositions, readings and discussions. Assesses Core Learning Outcomes 1, 3, 4."
TS 011OL1 ,Educational Interview,-1,3.0,"A learner-focused course designed to orient students to the ABE/HSC program and other resources and services.  Course will appraise students on their current abilities in reading, writing and math, backgrounds, and interests.  Course will review goals and create a plan of action to meet those goals. Assesses Core Learning Outcome 1."
TS 032OL  ,Reading American Government and Civics,-1,5.0,"Emphasis of this class on the critical role of American citizenship through discussion of the Constitution and the Bill of Rights.  Students will read, write, listen speak and think critically about how our government operates and their rights and responsibilities as citizens. Assesses Core Learning Outcome 5."
TS 033OL  ,Reading High School US History II,-1,5.0,"Analysis of important themes in American social and political history from Reconstruction to the 20th Century.  Development of academic literacy including evaluation of content, examining points of view, and text analysis. Assesses Core Learning Outcome 5."
TS 034S   ,Reading Washington State History,-1,5.0,"Integrated reading, writing, listening, speaking, and critical thinking focusing on Washington State History through multicultural perspectives. Students will examine Washingtons social, cultural, economic, geographical and political history as well as explore current State issues. Focus on analytical reading of primary and secondary sources. Assesses Core Learning Outcome 5."
TS 050C   ,Basic Math Skills I,-1,5.0,"Whole number operations; understanding of benchmark fractions and decimals; order of operations; recall and use mathematical procedures such as basic estimating, counting, sorting, ordering, and grouping. Assesses Core Learning Outcome 2."
TS 050MO4 ,Basic Math Skills I,-1,5.0,"Whole number operations; understanding of benchmark fractions and decimals; order of operations; recall and use mathematical procedures such as basic estimating, counting, sorting, ordering, and grouping. Assesses Core Learning Outcome 2."
TS 050WHS ,Basic Math Skills I,-1,5.0,"Whole number operations; understanding of benchmark fractions and decimals; order of operations; recall and use mathematical procedures such as basic estimating, counting, sorting, ordering, and grouping. Assesses Core Learning Outcome 2."
TS 052S   ,Physical Science II,-1,5.0,"Basic development of two the four core ideas in the physical sciences: forces and interactions; and energy.  Analysis of scientific methods and critical thinking.   Integrated activities and completion of a science project are required. Assesses Core Learning Outcomes 1, 2."
TS 055S   ,Earth and Space Science I,-1,5.0,"Basic terminology and themes in the earth sciences, including the analysis of scientific methods and critical thinking.   Integrated lab activities and completion of a science project are required. Assesses Core Learning Outcomes 1, 2."
TS 060B   ,Basic Math Skills II,-1,5.0,"Fractions, decimals, proportions; order of operations; evaluation and simplification of algebraic expressions with whole numbers; solving algebraic equations with whole numbers. Assesses Core Learning Outcome 2."
